5.404334664344787598e-01,7.703902721405029297e-01,8.618746960564749315e-08
5.394214987754821777e-01,7.696610093116760254e-01,7.882786690061038826e-08
5.412106513977050781e-01,7.717007398605346680e-01,7.838546167704407708e-08
5.439351201057434082e-01,7.707478404045104980e-01,8.036096232899581082e-08
5.459864139556884766e-01,7.706025838851928711e-01,8.798794226549944142e-08
5.514405965805053711e-01,7.695339918136596680e-01,8.859998956722847652e-08
5.570535659790039062e-01,7.684549689292907715e-01,8.321962496893320349e-08
5.671054124832153320e-01,7.680458426475524902e-01,7.478086416767837363e-08
5.825648307800292969e-01,7.615256905555725098e-01,7.554407233101301244e-08
5.915403366088867188e-01,7.573456764221191406e-01,8.778261673114684527e-08
6.115204691886901855e-01,7.495074868202209473e-01,9.230981845576025080e-08
6.262047886848449707e-01,7.472912669181823730e-01,7.946663771463136072e-08
6.525813341140747070e-01,7.388957142829895020e-01,9.486930707680585328e-08
6.672905087471008301e-01,7.378751635551452637e-01,1.065641228592539846e-07
6.919490694999694824e-01,7.272687554359436035e-01,1.058194456504679692e-07
7.075673341751098633e-01,7.237183451652526855e-01,1.035322370057656372e-07
7.308917045593261719e-01,7.162618041038513184e-01,1.194673302506998880e-07
7.517803311347961426e-01,7.128322720527648926e-01,1.100777993201518257e-07
7.747350335121154785e-01,7.089693546295166016e-01,9.697841107936255867e-08
7.844548821449279785e-01,7.064581513404846191e-01,1.180453423899052723e-07
7.998972535133361816e-01,7.065357565879821777e-01,1.234919437820281019e-07
8.108507394790649414e-01,7.065585255622863770e-01,1.206030901812482625e-07
8.185860514640808105e-01,7.052049636840820312e-01,1.415248220837383997e-07
8.259975910186767578e-01,7.042220830917358398e-01,1.408163399219120038e-07
8.284590244293212891e-01,7.003732323646545410e-01,1.575446617607667577e-07
8.326659798622131348e-01,6.996556520462036133e-01,1.469586266011901898e-07
8.358715176582336426e-01,7.017431259155273438e-01,1.576269994529866381e-07
8.353274464607238770e-01,7.036527395248413086e-01,1.478557436485061771e-07
8.358525633811950684e-01,7.024512290954589844e-01,1.403377183351040003e-07
8.322527408599853516e-01,6.986638307571411133e-01,1.505918589828070253e-07
