4.933165311813354492e-01,8.887899518013000488e-01,1.876017421409414965e-07
4.927680194377899170e-01,8.894879221916198730e-01,1.941403411365172360e-07
4.921593964099884033e-01,8.901386857032775879e-01,1.849458328706532484e-07
4.924105405807495117e-01,8.903378844261169434e-01,1.863407987912069075e-07
4.927154183387756348e-01,8.913562893867492676e-01,1.842482646452481276e-07
4.912323355674743652e-01,8.878620266914367676e-01,1.871330113090152736e-07
4.916704297065734863e-01,8.845397830009460449e-01,1.853516238270458416e-07
4.911845922470092773e-01,8.715728521347045898e-01,1.877638027281136601e-07
4.928687214851379395e-01,8.620998263359069824e-01,1.820356487769458909e-07
4.916153550148010254e-01,8.524478077888488770e-01,1.867796441956670606e-07
4.933448135852813721e-01,8.256483674049377441e-01,2.212794072420365410e-07
4.950680136680603027e-01,8.045738339424133301e-01,1.910633073975986918e-07
4.940448403358459473e-01,7.762667536735534668e-01,2.163575345548451878e-07
4.972670972347259521e-01,7.531622648239135742e-01,1.769437432130871457e-07
5.014895796775817871e-01,7.340613007545471191e-01,1.814217256423944491e-07
5.004204511642456055e-01,7.020694017410278320e-01,2.211112928307557013e-07
5.055231451988220215e-01,6.779794096946716309e-01,1.722574012319455505e-07
5.003110766410827637e-01,6.454353332519531250e-01,2.186003342785625136e-07
5.057272315025329590e-01,6.201770305633544922e-01,1.492936121394450311e-07
5.086469054222106934e-01,5.986790060997009277e-01,1.564192046998869046e-07
5.029847621917724609e-01,5.712349414825439453e-01,1.627849286478522117e-07
5.053036808967590332e-01,5.560791492462158203e-01,1.353656813307679840e-07
5.000233054161071777e-01,5.319192409515380859e-01,1.636061597309890203e-07
5.013624429702758789e-01,5.203828811645507812e-01,1.489381986630178289e-07
5.009031891822814941e-01,5.091486573219299316e-01,1.485304750303839683e-07
4.966523647308349609e-01,4.905489683151245117e-01,1.631558461667736992e-07
4.952514469623565674e-01,4.811599552631378174e-01,1.495539265761181014e-07
4.937909543514251709e-01,4.658296704292297363e-01,1.572469443544832757e-07
4.948600828647613525e-01,4.608233869075775146e-01,1.372259816889709327e-07
4.926532804965972900e-01,4.501855969429016113e-01,1.538123797217849642e-07
