5.983084440231323242e-01,2.805689573287963867e-01,2.627525361731386511e-07
5.992588996887207031e-01,2.799902260303497314e-01,3.433155768561846344e-07
5.995595455169677734e-01,2.798627912998199463e-01,3.509620114527933765e-07
5.990835428237915039e-01,2.809153795242309570e-01,3.546382743024878437e-07
5.957735776901245117e-01,2.785776853561401367e-01,3.628815079537162092e-07
5.926975607872009277e-01,2.804102599620819092e-01,3.460269510924263159e-07
5.896152853965759277e-01,2.854614555835723877e-01,3.425581382998643676e-07
5.875123739242553711e-01,2.929162383079528809e-01,3.453752697168965824e-07
5.785744190216064453e-01,3.092074096202850342e-01,3.269185242515959544e-07
5.792860388755798340e-01,3.360948562622070312e-01,3.037187354948400753e-07
5.766989588737487793e-01,3.618654012680053711e-01,3.061616666855115909e-07
5.769291520118713379e-01,3.927713036537170410e-01,2.921775603681453504e-07
5.767706036567687988e-01,4.294920563697814941e-01,3.190099278072011657e-07
5.731405615806579590e-01,4.654940068721771240e-01,3.227053468890517252e-07
5.796190500259399414e-01,5.030739307403564453e-01,2.727321088968892582e-07
5.773449540138244629e-01,5.375784635543823242e-01,2.973740151901438367e-07
5.733144879341125488e-01,5.658439397811889648e-01,3.127277921066706767e-07
5.775551199913024902e-01,6.880463361740112305e-01,2.326008825548342429e-07
5.801416635513305664e-01,6.173189878463745117e-01,3.203988683253555791e-07
5.805154442787170410e-01,6.789765357971191406e-01,3.286930621015926590e-07
5.852848291397094727e-01,7.264736890792846680e-01,4.002691298410354648e-07
5.886793732643127441e-01,7.759252786636352539e-01,4.085167404355161125e-07
5.901217460632324219e-01,8.160444498062133789e-01,4.611516430941264844e-07
5.804826617240905762e-01,8.248353600502014160e-01,4.248142602136795176e-07
5.782907605171203613e-01,8.252320289611816406e-01,3.886641195549600525e-07
5.773792266845703125e-01,8.222256898880004883e-01,3.668482975172082661e-07
5.788177251815795898e-01,8.197113871574401855e-01,3.600026161620917264e-07
5.797333717346191406e-01,8.200309276580810547e-01,3.504995333969418425e-07
5.799877047538757324e-01,8.205663561820983887e-01,3.558743628673255444e-07
5.822697281837463379e-01,8.211131095886230469e-01,3.435212079239136074e-07
